x,z,u_x,u_y,u_z,b_x,b_y,b_z,sigma,phi,target_jx,target_jy,target_jz
9.3750000000000000e-02,6.4062500000000000e-01,-1.1078010266817659e-02,0.0000000000000000e+00,4.7875810080665465e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1195312500000001e+00,1.9409179687499998e-04,-7.7950990923729979e-03,0.0000000000000000e+00,-5.4331737187030327e-02
1.0937500000000000e-01,6.4062500000000000e-01,-1.0841299282416257e-02,0.0000000000000000e+00,4.9428394284341520e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1234375000000001e+00,7.3242187499998439e-06,-9.0466014784009730e-03,0.0000000000000000e+00,-5.3457590603483068e-02
1.2500000000000000e-01,6.4062500000000000e-01,-1.0577669534365083e-02,0.0000000000000000e+00,5.0913767421380471e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1273437500000001e+00,-1.7211914062500002e-04,-1.0276309809078760e-02,0.0000000000000000e+00,-5.2454660001840042e-02
1.4062500000000000e-01,6.4062500000000000e-01,-1.0287933832545183e-02,0.0000000000000000e+00,5.2326078832769128e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1312500000000001e+00,-3.4423828125000003e-04,-1.1481261609328025e-02,0.0000000000000000e+00,-5.1325361529766966e-02
1.5625000000000000e-01,6.4062500000000000e-01,-9.9729608449300403e-03,0.0000000000000000e+00,5.3659689740609973e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1351562500000001e+00,-5.0903320312500021e-04,-1.2658554044720716e-02,0.0000000000000000e+00,-5.0072415766197975e-02
1.7187500000000000e-01,6.4062500000000000e-01,-9.6336727013108716e-03,0.0000000000000000e+00,5.4909184963591292e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1390625000000001e+00,-6.6650390625000010e-04,-1.3805350914661285e-02,0.0000000000000000e+00,-4.8698841167222673e-02
1.8750000000000000e-01,6.4062500000000000e-01,-9.2710424891971795e-03,0.0000000000000000e+00,5.6069384041104696e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1429687500000001e+00,-8.1665039062500016e-04,-1.4918889485042552e-02,0.0000000000000000e+00,-4.7207946794360856e-02
2.0312500000000000e-01,6.4062500000000000e-01,-8.8860916482819616e-03,0.0000000000000000e+00,5.7135351744226444e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1468750000000001e+00,-9.5947265625000015e-04,-1.5996487143913884e-02,0.0000000000000000e+00,-4.5603324342743501e-02
2.1875000000000000e-01,6.4062500000000000e-01,-8.4798872700540505e-03,0.0000000000000000e+00,5.8102407953300756e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1507812500000001e+00,-1.0949707031250001e-03,-1.7035547864128753e-02,0.0000000000000000e+00,-4.3888839488405051e-02
2.3437500000000000e-01,6.4062500000000000e-01,-8.0535393093165309e-03,0.0000000000000000e+00,5.8966136883412557e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1546875000000001e+00,-1.2231445312500002e-03,-1.8033568457401172e-02,0.0000000000000000e+00,-4.2068622575530734e-02
2.5000000000000000e-01,6.4062500000000000e-01,-7.6081977145318214e-03,0.0000000000000000e+00,5.9722395640632569e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1585937500000001e+00,-1.3439941406250002e-03,-1.8988144604705659e-02,0.0000000000000000e+00,-4.0147058666095914e-02
2.6562500000000000e-01,6.4062500000000000e-01,-7.1450494840574960e-03,0.0000000000000000e+00,6.0367322093532105e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1625000000000001e+00,-1.4575195312500002e-03,-1.9896976648492437e-02,0.0000000000000000e+00,-3.8128776975867362e-02
2.8125000000000000e-01,6.4062500000000000e-01,-6.6653156554651967e-03,0.0000000000000000e+00,6.0897342046110888e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1664062500000001e+00,-1.5637207031250001e-03,-2.0757875132763615e-02,0.0000000000000000e+00,-3.6018639722217305e-02
2.9687500000000000e-01,6.4062500000000000e-01,-6.1702482352451737e-03,0.0000000000000000e+00,6.1309175699951471e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1703125000000001e+00,-1.6625976562500001e-03,-2.1568766077664780e-02,0.0000000000000000e+00,-3.3821730410616480e-02
3.1250000000000000e-01,6.4062500000000000e-01,-5.6611270762922904e-03,0.0000000000000000e+00,6.1599843395096082e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1742187500000001e+00,-1.7541503906250001e-03,-2.2327695975884188e-02,0.0000000000000000e+00,-3.1543341588022855e-02
3.2812500000000000e-01,6.4062500000000000e-01,-5.1392567106467724e-03,0.0000000000000000e+00,6.1766670620843353e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1781250000000001e+00,-1.8383789062500003e-03,-2.3032836498822429e-02,0.0000000000000000e+00,-2.9188962092672910e-02
3.4375000000000000e-01,6.4062500000000000e-01,-4.6059631450211819e-03,0.0000000000000000e+00,6.1807292289378637e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1820312500000001e+00,-1.9152832031250002e-03,-2.3682488901196841e-02,0.0000000000000000e+00,-2.6764263830990787e-02
3.5937500000000000e-01,6.4062500000000000e-01,-4.0625906266861314e-03,0.0000000000000000e+00,6.1719656266860882e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1859375000000001e+00,-1.9848632812500002e-03,-2.4275088113467125e-02,0.0000000000000000e+00,-2.4275088113467347e-02
3.7500000000000000e-01,6.4062500000000000e-01,-3.5104983873133003e-03,0.0000000000000000e+00,6.1502026158320421e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1898437500000001e+00,-2.0471191406250004e-03,-2.4809206512225623e-02,0.0000000000000000e+00,-2.1727431582431733e-02
3.9062500000000000e-01,6.4062500000000000e-01,-2.9510573723802551e-03,0.0000000000000000e+00,6.1152983344432005e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1937500000000001e+00,-2.1020507812500003e-03,-2.5283557359466302e-02,0.0000000000000000e+00,-1.9127431765615710e-02
4.0625000000000000e-01,6.4062500000000000e-01,-2.3856469637310008e-03,0.0000000000000000e+00,6.0671428269953977e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1976562500000001e+00,-2.1496582031249999e-03,-2.5696997902449836e-02,0.0000000000000000e+00,-1.6481352290311335e-02
4.2187500000000000e-01,6.4062500000000000e-01,-1.8156517028595433e-03,0.0000000000000000e+00,6.0056580985321899e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2015625000000001e+00,-2.1899414062500002e-03,-2.6048532126695334e-02,0.0000000000000000e+00,-1.3795567793743690e-02
4.3750000000000000e-01,6.4062500000000000e-01,-1.2424580224392593e-03,0.0000000000000000e+00,5.9307980944581732e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2054687500000001e+00,-2.2229003906250001e-03,-2.6337313155465503e-02,0.0000000000000000e+00,-1.1076548566011812e-02
4.5312500000000000e-01,6.4062500000000000e-01,-6.6745099355931445e-04,0.0000000000000000e+00,5.8425486064533532e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2093750000000001e+00,-2.2485351562500002e-03,-2.6562645289968101e-02,0.0000000000000000e+00,-8.3308449625931758e-03
4.6875000000000000e-01,6.4062500000000000e-01,-9.2011096051825263e-05,0.0000000000000000e+00,5.7409271051599266e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2132812500000001e+00,-2.2668457031250000e-03,-2.6723985685354279e-02,0.0000000000000000e+00,-5.5650716239640241e-03
4.8437500000000000e-01,6.4062500000000000e-01,4.8248898080102318e-04,0.0000000000000000e+00,5.6259825004579397e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2171875000000001e+00,-2.2778320312500000e-03,-2.6820945658479589e-02,0.0000000000000000e+00,-2.7858915403500273e-03
5.0000000000000000e-01,6.4062500000000000e-01,1.0546875000000018e-03,0.0000000000000000e+00,5.4977948303060872e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2210937500000001e+00,-2.2814941406250002e-03,-2.6853291624276299e-02,0.0000000000000000e+00,-0.0000000000000000e+00
5.1562500000000000e-01,6.4062500000000000e-01,1.6232367939489870e-03,0.0000000000000000e+00,5.3564748792815477e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2250000000000001e+00,-2.2778320312500000e-03,-2.6820945658479589e-02,0.0000000000000000e+00,2.7858915403500273e-03
5.3125000000000000e-01,6.4062500000000000e-01,2.1868063300498983e-03,0.0000000000000000e+00,5.2021637281076741e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2289062500000001e+00,-2.2668457031250000e-03,-2.6723985685354279e-02,0.0000000000000000e+00,5.5650716239640241e-03
5.4687500000000000e-01,6.4062500000000000e-01,2.7440857180163584e-03,0.0000000000000000e+00,5.0350322356082335e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2328125000000001e+00,-2.2485351562500002e-03,-2.6562645289968101e-02,0.0000000000000000e+00,8.3308449625931758e-03
5.6250000000000000e-01,6.4062500000000000e-01,3.2937876523207723e-03,0.0000000000000000e+00,4.8552804546740111e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2367187500000001e+00,-2.2229003906250001e-03,-2.6337313155465503e-02,0.0000000000000000e+00,1.1076548566011812e-02
5.7812500000000000e-01,6.4062500000000000e-01,3.8346507833740451e-03,0.0000000000000000e+00,4.6631369839688309e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2406250000000001e+00,-2.1899414062500002e-03,-2.6048532126695334e-02,0.0000000000000000e+00,1.3795567793743690e-02
5.9375000000000000e-01,6.4062500000000000e-01,4.3654425112364280e-03,0.0000000000000000e+00,4.4588582572403944e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2445312500000001e+00,-2.1496582031249999e-03,-2.5696997902449836e-02,0.0000000000000000e+00,1.6481352290311335e-02
6.0937500000000000e-01,6.4062500000000000e-01,4.8849616958679745e-03,0.0000000000000000e+00,4.2427277722335557e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2484375000000001e+00,-2.1020507812500003e-03,-2.5283557359466302e-02,0.0000000000000000e+00,1.9127431765615710e-02
6.2500000000000000e-01,6.4062500000000000e-01,5.3920412781523087e-03,0.0000000000000000e+00,4.0150552613301294e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2523437500000001e+00,-2.0471191406250004e-03,-2.4809206512225623e-02,0.0000000000000000e+00,2.1727431582431733e-02
6.4062500000000000e-01,6.4062500000000000e-01,5.8855508061626356e-03,0.0000000000000000e+00,3.7761758061626094e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2562500000000001e+00,-1.9848632812500002e-03,-2.4275088113467125e-02,0.0000000000000000e+00,2.4275088113467236e-02
6.5625000000000000e-01,6.4062500000000000e-01,6.3643988613868900e-03,0.0000000000000000e+00,3.5264488985635402e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2601562500000001e+00,-1.9152832031250002e-03,-2.3682488901196841e-02,0.0000000000000000e+00,2.6764263830990787e-02
6.7187500000000000e-01,6.4062500000000000e-01,6.8275353798858641e-03,0.0000000000000000e+00,3.2662574503233479e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2640625000000001e+00,-1.8383789062500003e-03,-2.3032836498822429e-02,0.0000000000000000e+00,2.9188962092672910e-02
6.8750000000000000e-01,6.4062500000000000e-01,7.2739538636274045e-03,0.0000000000000000e+00,2.9960067543332945e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2679687500000001e+00,-1.7541503906250001e-03,-2.2327695975884188e-02,0.0000000000000000e+00,3.1543341588022744e-02
7.0312500000000000e-01,6.4062500000000000e-01,7.7026934775167649e-03,0.0000000000000000e+00,2.7161233997866994e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2718750000000001e+00,-1.6625976562500001e-03,-2.1568766077664836e-02,0.0000000000000000e+00,3.3821730410616535e-02
7.1875000000000000e-01,6.4062500000000000e-01,8.1128410279299266e-03,0.0000000000000000e+00,2.4270541442035255e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2757812500000001e+00,-1.5637207031250001e-03,-2.0757875132763615e-02,0.0000000000000000e+00,3.6018639722217416e-02
7.3437500000000000e-01,6.4062500000000000e-01,8.5035328188507557e-03,0.0000000000000000e+00,2.1292647451267286e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2796875000000001e+00,-1.4575195312500002e-03,-1.9896976648492437e-02,0.0000000000000000e+00,3.8128776975867307e-02
7.5000000000000000e-01,6.4062500000000000e-01,8.8739563820150070e-03,0.0000000000000000e+00,1.8232387544162071e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2835937500000001e+00,-1.3439941406250002e-03,-1.8988144604705715e-02,0.0000000000000000e+00,4.0147058666095803e-02
7.6562500000000000e-01,6.4062500000000000e-01,9.2233520777729797e-03,0.0000000000000000e+00,1.5094762781361487e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2875000000000001e+00,-1.2231445312500002e-03,-1.8033568457401172e-02,0.0000000000000000e+00,4.2068622575530845e-02
7.8125000000000000e-01,6.4062500000000000e-01,9.5510145636960881e-03,0.0000000000000000e+00,1.1884927050944951e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2914062500000001e+00,-1.0949707031250001e-03,-1.7035547864128753e-02,0.0000000000000000e+00,4.3888839488405107e-02
7.9687500000000000e-01,6.4062500000000000e-01,9.8562941282737751e-03,0.0000000000000000e+00,8.6081740714863929e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2953125000000001e+00,-9.5947265625000015e-04,-1.5996487143913884e-02,0.0000000000000000e+00,4.5603324342743501e-02
8.1250000000000000e-01,6.4062500000000000e-01,1.0138597887369497e-02,0.0000000000000000e+00,5.2699241443993723e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2992187500000001e+00,-8.1665039062500016e-04,-1.4918889485042552e-02,0.0000000000000000e+00,4.7207946794360856e-02
8.2812500000000000e-01,6.4062500000000000e-01,1.0397390841433585e-02,0.0000000000000000e+00,1.8757106875995919e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3031250000000001e+00,-6.6650390625000010e-04,-1.3805350914661285e-02,0.0000000000000000e+00,4.8698841167222562e-02
8.4375000000000000e-01,6.4062500000000000e-01,1.0632196791801189e-02,0.0000000000000000e+00,-1.5688334171510589e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3070312500000001e+00,-5.0903320312500021e-04,-1.2658554044720716e-02,0.0000000000000000e+00,5.0072415766198086e-02
8.5937500000000000e-01,6.4062500000000000e-01,1.0842599114735077e-02,0.0000000000000000e+00,-5.0579896306020104e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3109375000000001e+00,-3.4423828125000003e-04,-1.1481261609328081e-02,0.0000000000000000e+00,5.1325361529767050e-02
8.7500000000000000e-01,6.4062500000000000e-01,1.1028241392209589e-02,0.0000000000000000e+00,-8.5859676832726996e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3148437500000001e+00,-1.7211914062500002e-04,-1.0276309809078760e-02,0.0000000000000000e+00,5.2454660001839820e-02
8.9062500000000000e-01,6.4062500000000000e-01,1.1188827898764565e-02,0.0000000000000000e+00,-1.2146919590709058e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3187500000000001e+00,7.3242187499998439e-06,-9.0466014784009730e-03,0.0000000000000000e+00,5.3457590603483068e-02
9.0625000000000000e-01,6.4062500000000000e-01,1.1324123944093160e-02,0.0000000000000000e+00,-1.5734953723807693e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3226562500000001e+00,1.9409179687499998e-04,-7.7950990923729979e-03,0.0000000000000000e+00,5.4331737187030382e-02
9.2187500000000000e-01,6.4062500000000000e-01,1.1433956071363152e-02,0.0000000000000000e+00,-1.9344148901321099e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3265625000000001e+00,3.8818359374999997e-04,-6.5248176298614846e-03,0.0000000000000000e+00,5.5074993856795734e-02
9.3750000000000000e-01,6.4062500000000000e-01,1.1518212111600392e-02,0.0000000000000000e+00,-2.2968568471782827e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3304687500000001e+00,5.8959960937499979e-04,-5.2388173101730745e-03,0.0000000000000000e+00,5.5685570042360827e-02
9.5312500000000000e-01,6.4062500000000000e-01,1.1576841094794149e-02,0.0000000000000000e+00,-2.6602274352284304e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3343750000000001e+00,7.9833984374999990e-04,-3.9401962207182561e-03,0.0000000000000000e+00,5.6161994812213761e-02
9.6875000000000000e-01,6.4062500000000000e-01,1.1609853018711837e-02,0.0000000000000000e+00,-3.0239340991808864e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3382812500000001e+00,1.0144042968749998e-03,-2.6320828534473067e-03,0.0000000000000000e+00,5.6503120417354301e-02
9.8437500000000000e-01,6.4062500000000000e-01,1.1617318476730261e-02,0.0000000000000000e+00,-3.3873869227168010e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3421875000000001e+00,1.2377929687499996e-03,-1.3176285680391690e-03,0.0000000000000000e+00,5.6708125056320599e-02
1.0000000000000000e+00,6.4062500000000000e-01,1.1612069675951913e-02,0.0000000000000000e+00,-3.7500000000000029e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.3460937500000001e+00,1.4685058593749997e-03,-3.2885797634240382e-18,0.0000000000000000e+00,5.6844904653641094e-02
0.0000000000000000e+00,6.5625000000000000e-01,-1.1449966653967282e-02,0.0000000000000000e+00,3.7500000000000068e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0984375000000000e+00,1.5380859374999997e-03,0.0000000000000000e+00,0.0000000000000000e+00,-5.5457216767118754e-02
1.5625000000000000e-02,6.5625000000000000e-01,-1.1374977152389847e-02,0.0000000000000000e+00,3.9622783870105300e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1023437500000000e+00,1.3073730468749997e-03,-1.4527386455370599e-03,0.0000000000000000e+00,-5.5323776209443988e-02
3.1250000000000000e-02,6.5625000000000000e-01,-1.1285475532864988e-02,0.0000000000000000e+00,4.1714391280072609e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1062500000000000e+00,1.0839843749999999e-03,-2.9019775164321401e-03,0.0000000000000000e+00,-5.5123776107927569e-02
4.6875000000000000e-02,6.5625000000000000e-01,-1.1166698511948119e-02,0.0000000000000000e+00,4.3767289047700339e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1101562500000000e+00,8.6791992187499993e-04,-4.3442252693069311e-03,0.0000000000000000e+00,-5.4790978001494607e-02
6.2500000000000000e-02,6.5625000000000000e-01,-1.1019133949213620e-02,0.0000000000000000e+00,4.5774087440109447e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1140625000000000e+00,6.5917968749999983e-04,-5.7760074029987590e-03,0.0000000000000000e+00,-5.4326183629933189e-02
7.8125000000000000e-02,6.5625000000000000e-01,-1.0843333994794258e-02,0.0000000000000000e+00,4.7727556385466410e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1179687500000000e+00,4.5776367187499957e-04,-7.1938746289382516e-03,0.0000000000000000e+00,-5.3730512723595567e-02
9.3750000000000000e-02,6.5625000000000000e-01,-1.0639913368996041e-02,0.0000000000000000e+00,4.9620641210668913e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1218750000000000e+00,2.6367187499999958e-04,-8.5944111807876866e-03,0.0000000000000000e+00,-5.3005400305869727e-02
1.0937500000000000e-01,6.5625000000000000e-01,-1.0409547509053667e-02,0.0000000000000000e+00,5.1446477872052268e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1257812500000000e+00,7.6904296874999879e-05,-9.9742430433210350e-03,0.0000000000000000e+00,-5.2152593236082290e-02
1.2500000000000000e-01,6.5625000000000000e-01,-1.0152970588085525e-02,0.0000000000000000e+00,5.3198407647518774e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1296875000000000e+00,-1.0253906250000042e-04,-1.1330046080722550e-02,0.0000000000000000e+00,-5.1174146001161464e-02
1.4062500000000000e-01,6.5625000000000000e-01,-9.8709734115667615e-03,0.0000000000000000e+00,5.4869991259894170e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1335937500000000e+00,-2.7465820312500000e-04,-1.2658554044720771e-02,0.0000000000000000e+00,-5.0072415766198031e-02
1.5625000000000000e-01,6.5625000000000000e-01,-9.5644011968853138e-03,0.0000000000000000e+00,5.6455022402784345e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1375000000000000e+00,-4.3945312500000017e-04,-1.3956566443266871e-02,0.0000000000000000e+00,-4.8850056695828176e-02
1.7187500000000000e-01,6.5625000000000000e-01,-9.2341512417781733e-03,0.0000000000000000e+00,5.7947540641725449e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1414062500000000e+00,-5.9692382812500007e-04,-1.5220956250800277e-02,0.0000000000000000e+00,-4.7510013560118469e-02
1.8750000000000000e-01,6.5625000000000000e-01,-8.8811704876631588e-03,0.0000000000000000e+00,5.9341843664998048e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1453125000000000e+00,-7.4707031250000012e-04,-1.6448677441527226e-02,0.0000000000000000e+00,-4.6055514640356843e-02
2.0312500000000000e-01,6.5625000000000000e-01,-8.5064529840848096e-03,0.0000000000000000e+00,6.0632498860097358e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1492187500000000e+00,-8.8989257812500011e-04,-1.7636772327563499e-02,0.0000000000000000e+00,-4.4490063951839853e-02
2.1875000000000000e-01,6.5625000000000000e-01,-8.1110372606815005e-03,0.0000000000000000e+00,6.1814354193526098e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1531250000000000e+00,-1.0253906250000003e-03,-1.8782378684263912e-02,0.0000000000000000e+00,-4.2817432802393418e-02
2.3437500000000000e-01,6.5625000000000000e-01,-7.6960036132530940e-03,0.0000000000000000e+00,6.2882548373281583e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1570312500000000e+00,-1.1535644531250001e-03,-1.9882736645571886e-02,0.0000000000000000e+00,-4.1041650706961974e-02
2.5000000000000000e-01,6.5625000000000000e-01,-7.2624713106656212e-03,0.0000000000000000e+00,6.3832520275162539e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1609375000000000e+00,-1.2744140625000002e-03,-2.0935195352778602e-02,0.0000000000000000e+00,-3.9166995680153471e-02
2.6562500000000000e-01,6.5625000000000000e-01,-6.8115957294707444e-03,0.0000000000000000e+00,6.4660017615799092e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1648437500000000e+00,-1.3879394531250001e-03,-2.1937219340673886e-02,0.0000000000000000e+00,-3.7197983930127743e-02
2.8125000000000000e-01,6.5625000000000000e-01,-6.3445654232418425e-03,0.0000000000000000e+00,6.5361104857120898e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1687500000000000e+00,-1.4941406250000002e-03,-2.2886394645704022e-02,0.0000000000000000e+00,-3.5139358978655610e-02
2.9687500000000000e-01,6.5625000000000000e-01,-5.8625991337369265e-03,0.0000000000000000e+00,6.5932170328812812e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1726562500000000e+00,-1.5930175781250001e-03,-2.3780434621421265e-02,0.0000000000000000e+00,-3.2996080233559766e-02
3.1250000000000000e-01,6.5625000000000000e-01,-5.3669427510897238e-03,0.0000000000000000e+00,6.6369932557164366e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1765625000000000e+00,-1.6845703125000001e-03,-2.4617185447215473e-02,0.0000000000000000e+00,-3.0773311041066009e-02
3.2812500000000000e-01,6.5625000000000000e-01,-4.8588662303058385e-03,0.0000000000000000e+00,6.6671445790589647e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1804687500000000e+00,-1.7687988281250002e-03,-2.5394631317056549e-02,0.0000000000000000e+00,-2.8476406246850383e-02
3.4375000000000000e-01,6.5625000000000000e-01,-4.3396604713979488e-03,0.0000000000000000e+00,6.6834104713979362e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1843750000000000e+00,-1.8457031250000001e-03,-2.6110899295747725e-02,0.0000000000000000e+00,-2.6110899295747780e-02
3.5937500000000000e-01,6.5625000000000000e-01,-3.8106341705345338e-03,0.0000000000000000e+00,6.6855648345937359e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1882812500000000e+00,-1.9152832031250002e-03,-2.6764263830990842e-02,0.0000000000000000e+00,-2.3682488901196952e-02
3.7500000000000000e-01,6.5625000000000000e-01,-3.2731106496024899e-03,0.0000000000000000e+00,6.6734163114846616e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1921875000000000e+00,-1.9775390625000003e-03,-2.7353150910392476e-02,0.0000000000000000e+00,-2.1197025316541884e-02
3.9062500000000000e-01,6.5625000000000000e-01,-2.7284246715891694e-03,0.0000000000000000e+00,6.6468085111609197e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1960937500000000e+00,-2.0324707031250003e-03,-2.7876141853398040e-02,0.0000000000000000e+00,-1.8660496241259428e-02
4.0625000000000000e-01,6.5625000000000000e-01,-2.1779192491802359e-03,0.0000000000000000e+00,6.6056201518785163e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,-2.0800781249999999e-03,-2.8331976729016883e-02,0.0000000000000000e+00,-1.6079012396065129e-02
4.2187500000000000e-01,6.5625000000000000e-01,-1.6229424539449468e-03,0.0000000000000000e+00,6.5497651217744654e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2039062500000000e+00,-2.1203613281250001e-03,-2.8719557391107653e-02,0.0000000000000000e+00,-1.3458792801653630e-02
